model,repeat,fold,fpr,tpr,threshold,roc_auc
LR_deploy,1,5,0.0,0.0,inf,0.9770231786062378
LR_deploy,1,5,0.0,0.001949317738791423,0.9999999999998737,0.9770231786062378
LR_deploy,1,5,0.0,0.22417153996101363,0.9999961623548843,0.9770231786062378
LR_deploy,1,5,0.0,0.253411306042885,0.9999961058130398,0.9770231786062378
LR_deploy,1,5,0.0,0.3567251461988304,0.9999700280428907,0.9770231786062378
LR_deploy,1,5,0.001953125,0.3567251461988304,0.9999683797966106,0.9770231786062378
LR_deploy,1,5,0.001953125,0.5224171539961013,0.9994031810920652,0.9770231786062378
LR_deploy,1,5,0.00390625,0.5224171539961013,0.9993693418463085,0.9770231786062378
LR_deploy,1,5,0.00390625,0.5555555555555556,0.9990944847924395,0.9770231786062378
LR_deploy,1,5,0.005859375,0.5555555555555556,0.9989517293200318,0.9770231786062378
LR_deploy,1,5,0.005859375,0.621832358674464,0.9975644038899746,0.9770231786062378
LR_deploy,1,5,0.0078125,0.621832358674464,0.9973746480630611,0.9770231786062378
LR_deploy,1,5,0.0078125,0.6276803118908382,0.997188307906129,0.9770231786062378
LR_deploy,1,5,0.009765625,0.6276803118908382,0.9971447663981822,0.9770231786062378
LR_deploy,1,5,0.009765625,0.6413255360623782,0.9966674561499329,0.9770231786062378
LR_deploy,1,5,0.01171875,0.6413255360623782,0.9966504502180316,0.9770231786062378
LR_deploy,1,5,0.01171875,0.682261208576998,0.9939879346505837,0.9770231786062378
LR_deploy,1,5,0.013671875,0.682261208576998,0.9934579883455021,0.9770231786062378
LR_deploy,1,5,0.013671875,0.6861598440545809,0.9931487277279708,0.9770231786062378
LR_deploy,1,5,0.015625,0.6861598440545809,0.9930256865212141,0.9770231786062378
LR_deploy,1,5,0.015625,0.6978557504873294,0.9922165365407821,0.9770231786062378
LR_deploy,1,5,0.017578125,0.6978557504873294,0.9920739011555328,0.9770231786062378
LR_deploy,1,5,0.017578125,0.7134502923976608,0.9897161278780287,0.9770231786062378
LR_deploy,1,5,0.01953125,0.7134502923976608,0.9895172825545184,0.9770231786062378
LR_deploy,1,5,0.01953125,0.7270955165692008,0.9866174368771489,0.9770231786062378
LR_deploy,1,5,0.021484375,0.7270955165692008,0.9865258090773018,0.9770231786062378
LR_deploy,1,5,0.021484375,0.7738791423001949,0.9771267053149432,0.9770231786062378
LR_deploy,1,5,0.0234375,0.7738791423001949,0.9770114991062121,0.9770231786062378
LR_deploy,1,5,0.0234375,0.7797270955165692,0.9746831061902411,0.9770231786062378
LR_deploy,1,5,0.025390625,0.7797270955165692,0.9744338345686169,0.9770231786062378
LR_deploy,1,5,0.025390625,0.7855750487329435,0.9705659831727417,0.9770231786062378
LR_deploy,1,5,0.02734375,0.7855750487329435,0.9693732410907574,0.9770231786062378
LR_deploy,1,5,0.02734375,0.8128654970760234,0.9577782509578433,0.9770231786062378
LR_deploy,1,5,0.029296875,0.8128654970760234,0.957771424037322,0.9770231786062378
LR_deploy,1,5,0.029296875,0.8401559454191033,0.9202573736915916,0.9770231786062378
LR_deploy,1,5,0.03125,0.8401559454191033,0.9125484197802963,0.9770231786062378
LR_deploy,1,5,0.03125,0.8460038986354775,0.9060960995382126,0.9770231786062378
LR_deploy,1,5,0.033203125,0.8460038986354775,0.9030043811362345,0.9770231786062378
LR_deploy,1,5,0.033203125,0.8557504873294347,0.8922769181128611,0.9770231786062378
LR_deploy,1,5,0.0390625,0.8557504873294347,0.874266786671521,0.9770231786062378
LR_deploy,1,5,0.0390625,0.8713450292397661,0.8390042744425812,0.9770231786062378
LR_deploy,1,5,0.041015625,0.8713450292397661,0.8014326323474283,0.9770231786062378
LR_deploy,1,5,0.041015625,0.8791423001949318,0.7713398069573799,0.9770231786062378
LR_deploy,1,5,0.044921875,0.8791423001949318,0.7495052880958005,0.9770231786062378
LR_deploy,1,5,0.044921875,0.8888888888888888,0.7253743993832453,0.9770231786062378
LR_deploy,1,5,0.046875,0.8888888888888888,0.7252998378921678,0.9770231786062378
LR_deploy,1,5,0.046875,0.8927875243664717,0.7026559162194597,0.9770231786062378
LR_deploy,1,5,0.05078125,0.8927875243664717,0.6483963847715338,0.9770231786062378
LR_deploy,1,5,0.05078125,0.9025341130604289,0.6287174655859717,0.9770231786062378
LR_deploy,1,5,0.052734375,0.9025341130604289,0.623138679266221,0.9770231786062378
LR_deploy,1,5,0.052734375,0.9103313840155945,0.6003759009829002,0.9770231786062378
LR_deploy,1,5,0.0546875,0.9103313840155945,0.5829740137430043,0.9770231786062378
LR_deploy,1,5,0.0546875,0.9142300194931774,0.5622409034145316,0.9770231786062378
LR_deploy,1,5,0.060546875,0.9142300194931774,0.5207284078010593,0.9770231786062378
LR_deploy,1,5,0.060546875,0.9161793372319688,0.506685750655472,0.9770231786062378
LR_deploy,1,5,0.0625,0.9161793372319688,0.5037943327920881,0.9770231786062378
LR_deploy,1,5,0.0625,0.9181286549707602,0.4981739863493211,0.9770231786062378
LR_deploy,1,5,0.068359375,0.9181286549707602,0.47729384406982034,0.9770231786062378
LR_deploy,1,5,0.068359375,0.9200779727095516,0.47680934989194496,0.9770231786062378
LR_deploy,1,5,0.0703125,0.9200779727095516,0.47666047778862647,0.9770231786062378
LR_deploy,1,5,0.0703125,0.9239766081871345,0.47156257297668247,0.9770231786062378
LR_deploy,1,5,0.080078125,0.9239766081871345,0.4431648885976978,0.9770231786062378
LR_deploy,1,5,0.080078125,0.9259259259259259,0.440219525868414,0.9770231786062378
LR_deploy,1,5,0.087890625,0.9259259259259259,0.41215063887874137,0.9770231786062378
LR_deploy,1,5,0.087890625,0.9298245614035088,0.37480360854560835,0.9770231786062378
LR_deploy,1,5,0.095703125,0.9298245614035088,0.35712381556804873,0.9770231786062378
LR_deploy,1,5,0.095703125,0.9317738791423001,0.34779554222552467,0.9770231786062378
LR_deploy,1,5,0.09765625,0.9317738791423001,0.34720298596428123,0.9770231786062378
LR_deploy,1,5,0.09765625,0.935672514619883,0.31837741930762137,0.9770231786062378
LR_deploy,1,5,0.099609375,0.935672514619883,0.31423302502335493,0.9770231786062378
LR_deploy,1,5,0.099609375,0.9376218323586745,0.3118935152397006,0.9770231786062378
LR_deploy,1,5,0.10546875,0.9376218323586745,0.290855383180275,0.9770231786062378
LR_deploy,1,5,0.10546875,0.9395711500974658,0.28611609196473053,0.9770231786062378
LR_deploy,1,5,0.107421875,0.9395711500974658,0.2794777117287962,0.9770231786062378
LR_deploy,1,5,0.107421875,0.9415204678362573,0.2783491246290807,0.9770231786062378
LR_deploy,1,5,0.111328125,0.9415204678362573,0.2591920104780099,0.9770231786062378
LR_deploy,1,5,0.111328125,0.9512670565302144,0.23727156055218257,0.9770231786062378
LR_deploy,1,5,0.115234375,0.9512670565302144,0.22160331946980596,0.9770231786062378
LR_deploy,1,5,0.115234375,0.9551656920077972,0.20439319612199644,0.9770231786062378
LR_deploy,1,5,0.1171875,0.9551656920077972,0.20379816121755612,0.9770231786062378
LR_deploy,1,5,0.1171875,0.9571150097465887,0.2024732986601798,0.9770231786062378
LR_deploy,1,5,0.12109375,0.9571150097465887,0.17987657071707605,0.9770231786062378
LR_deploy,1,5,0.12109375,0.9590643274853801,0.17781831568792406,0.9770231786062378
LR_deploy,1,5,0.123046875,0.9590643274853801,0.1776790744964378,0.9770231786062378
LR_deploy,1,5,0.123046875,0.9610136452241715,0.17239303594428634,0.9770231786062378
LR_deploy,1,5,0.12890625,0.9610136452241715,0.16837039660655612,0.9770231786062378
LR_deploy,1,5,0.12890625,0.9629629629629629,0.16729470636506605,0.9770231786062378
LR_deploy,1,5,0.13671875,0.9629629629629629,0.141113721609872,0.9770231786062378
LR_deploy,1,5,0.13671875,0.9649122807017544,0.14025488980412554,0.9770231786062378
LR_deploy,1,5,0.142578125,0.9649122807017544,0.1352547086202223,0.9770231786062378
LR_deploy,1,5,0.142578125,0.9668615984405458,0.13183563863845627,0.9770231786062378
