model,mean_fpr,mean_tpr,sd_tpr,lower_tpr,upper_tpr,n_folds,mean_auc,sd_auc
MNB,0.5326633165829145,0.9931773879142299,0.004055136698530295,0.9891222512156996,0.9972325246127602,30,0.922107379243075,0.006929879363607186
MNB,0.5376884422110553,0.9933723196881091,0.004050287021652434,0.9893220326664567,0.9974226067097616,30,0.922107379243075,0.006929879363607186
MNB,0.542713567839196,0.9934372969460689,0.004046511032398268,0.9893907859136706,0.9974838079784671,30,0.922107379243075,0.006929879363607186
MNB,0.5477386934673367,0.9935672514619882,0.004068040905206902,0.9894992105567814,0.9976352923671951,30,0.922107379243075,0.006929879363607186
MNB,0.5527638190954774,0.9938271604938271,0.004065893048190645,0.9897612674456365,0.9978930535420177,30,0.922107379243075,0.006929879363607186
MNB,0.5577889447236181,0.9939571150097465,0.0041065102330865915,0.9898506047766599,0.9980636252428331,30,0.922107379243075,0.006929879363607186
MNB,0.5628140703517588,0.9941520467836257,0.003830827948853939,0.9903212188347718,0.9979828747324796,30,0.922107379243075,0.006929879363607186
MNB,0.5678391959798995,0.9941520467836257,0.003830827948853939,0.9903212188347718,0.9979828747324796,30,0.922107379243075,0.006929879363607186
MNB,0.5728643216080402,0.9943469785575049,0.0036324393458136085,0.9907145392116913,0.9979794179033185,30,0.922107379243075,0.006929879363607186
MNB,0.577889447236181,0.9946068875893437,0.003460011373276787,0.9911468762160669,0.9980668989626205,30,0.922107379243075,0.006929879363607186
MNB,0.5829145728643216,0.994736842105263,0.0032030558918430775,0.9915337862134199,0.9979398979971061,30,0.922107379243075,0.006929879363607186
MNB,0.5879396984924623,0.9949317738791421,0.0032214116632733793,0.9917103622158687,0.9981531855424155,30,0.922107379243075,0.006929879363607186
MNB,0.592964824120603,0.9950617283950616,0.00314456965977059,0.991917158735291,0.9982062980548322,30,0.922107379243075,0.006929879363607186
MNB,0.5979899497487438,0.9951267056530213,0.0032275070550309864,0.9918991985979904,0.9983542127080522,30,0.922107379243075,0.006929879363607186
MNB,0.6030150753768845,0.9952566601689408,0.0030148037630657364,0.992241856405875,0.9982714639320065,30,0.922107379243075,0.006929879363607186
MNB,0.6080402010050251,0.9953866146848601,0.0029176213488239797,0.9924689933360361,0.9983042360336841,30,0.922107379243075,0.006929879363607186
MNB,0.6130653266331658,0.9954515919428198,0.002865510031816125,0.9925860819110037,0.998317101974636,30,0.922107379243075,0.006929879363607186
MNB,0.6180904522613065,0.995646523716699,0.0028814697655492796,0.9927650539511498,0.9985279934822483,30,0.922107379243075,0.006929879363607186
MNB,0.6231155778894473,0.995646523716699,0.0028814697655492796,0.9927650539511498,0.9985279934822483,30,0.922107379243075,0.006929879363607186
MNB,0.628140703517588,0.9957115009746588,0.0028685568269689967,0.9928429441476898,0.9985800578016277,30,0.922107379243075,0.006929879363607186
MNB,0.6331658291457286,0.9958414554905782,0.0027440475916221956,0.9930974078989561,0.9985855030822004,30,0.922107379243075,0.006929879363607186
MNB,0.6381909547738693,0.9959064327485379,0.0027733372605706665,0.9931330954879671,0.9986797700091086,30,0.922107379243075,0.006929879363607186
MNB,0.6432160804020101,0.9959714100064976,0.0027055777312338884,0.9932658322752637,0.9986769877377315,30,0.922107379243075,0.006929879363607186
MNB,0.6482412060301508,0.996101364522417,0.0026102692530681777,0.9934910952693489,0.9987116337754852,30,0.922107379243075,0.006929879363607186
MNB,0.6532663316582915,0.9962313190383365,0.0026069206060794258,0.993624398432257,0.998838239644416,30,0.922107379243075,0.006929879363607186
MNB,0.6582914572864321,0.9962313190383365,0.0026069206060794258,0.993624398432257,0.998838239644416,30,0.922107379243075,0.006929879363607186
MNB,0.6633165829145728,0.9963612735542559,0.0025968487566792944,0.9937644247975765,0.9989581223109352,30,0.922107379243075,0.006929879363607186
MNB,0.6683417085427136,0.9964262508122156,0.002614449030369983,0.9938118017818456,0.9990406998425856,30,0.922107379243075,0.006929879363607186
MNB,0.6733668341708543,0.9966211825860948,0.0025561645369044446,0.9940650180491903,0.9991773471229992,30,0.922107379243075,0.006929879363607186
MNB,0.678391959798995,0.9966861598440545,0.0024630551231130367,0.9942231047209414,0.9991492149671676,30,0.922107379243075,0.006929879363607186
MNB,0.6834170854271356,0.9966861598440545,0.0024630551231130367,0.9942231047209414,0.9991492149671676,30,0.922107379243075,0.006929879363607186
MNB,0.6884422110552764,0.9967511371020142,0.002472788808016204,0.9942783482939981,0.9992239259100304,30,0.922107379243075,0.006929879363607186
MNB,0.6934673366834171,0.996816114359974,0.002427330893878634,0.9943887834660954,0.9992434452538526,30,0.922107379243075,0.006929879363607186
MNB,0.6984924623115578,0.9968810916179336,0.0022077764977752184,0.9946733151201583,0.9990888681157089,30,0.922107379243075,0.006929879363607186
MNB,0.7035175879396985,0.997011046133853,0.002094063586666981,0.9949169825471861,0.99910510972052,30,0.922107379243075,0.006929879363607186
MNB,0.7085427135678392,0.997011046133853,0.002094063586666981,0.9949169825471861,0.99910510972052,30,0.922107379243075,0.006929879363607186
MNB,0.7135678391959799,0.9971410006497725,0.0018267103432975434,0.995314290306475,0.99896771099307,30,0.922107379243075,0.006929879363607186
MNB,0.7185929648241206,0.9972059779077322,0.0018936276533812384,0.995312350254351,0.9990996055611134,30,0.922107379243075,0.006929879363607186
MNB,0.7236180904522613,0.9972059779077322,0.0018936276533812384,0.995312350254351,0.9990996055611134,30,0.922107379243075,0.006929879363607186
MNB,0.7286432160804021,0.997270955165692,0.00174352278947352,0.9955274323762184,0.9990144779551655,30,0.922107379243075,0.006929879363607186
MNB,0.7336683417085427,0.9974009096816113,0.0017233657792143943,0.9956775439023969,0.9991242754608257,30,0.922107379243075,0.006929879363607186
MNB,0.7386934673366834,0.9974658869395711,0.0017843776411073972,0.9956815092984637,0.9992502645806784,30,0.922107379243075,0.006929879363607186
MNB,0.7437185929648241,0.9975308641975308,0.0017683959830794096,0.9957624682144514,0.9992992601806102,30,0.922107379243075,0.006929879363607186
MNB,0.7487437185929648,0.9975308641975308,0.0017683959830794096,0.9957624682144514,0.9992992601806102,30,0.922107379243075,0.006929879363607186
MNB,0.7537688442211056,0.9975308641975308,0.0017683959830794096,0.9957624682144514,0.9992992601806102,30,0.922107379243075,0.006929879363607186
MNB,0.7587939698492463,0.9975958414554905,0.0017497742358095793,0.9958460672196809,0.9993456156913001,30,0.922107379243075,0.006929879363607186
