model,repeat,fold,split_number,seed,n_validation,roc_auc,accuracy,f1_macro,f1_fake,f1_real,elapsed_seconds,batch_size,eval_batch_size,prediction_path,roc_path
DistilBERT,5,4,24,65,1026,0.9774042535405004,0.9200779727095516,0.9199681897050318,0.917004048582996,0.9229323308270676,153.61057920008898,16.0,16.0,predictions/DistilBERT/repeat_5_fold_4_predictions.csv.gz,roc_raw/DistilBERT/repeat_5_fold_4_roc.csv
DistilBERT,5,5,25,66,1025,0.9769965277777778,0.9229268292682927,0.922916264073315,0.9220138203356367,0.9238187078109932,153.48564980004448,16.0,16.0,predictions/DistilBERT/repeat_5_fold_5_predictions.csv.gz,roc_raw/DistilBERT/repeat_5_fold_5_roc.csv
DistilBERT,6,1,26,67,1026,0.9777614384672966,0.9210526315789473,0.9210507566135404,0.9214354995150339,0.9206660137120469,153.2759641999146,16.0,16.0,predictions/DistilBERT/repeat_6_fold_1_predictions.csv.gz,roc_raw/DistilBERT/repeat_6_fold_1_roc.csv
DistilBERT,6,2,27,68,1026,0.9696411811421556,0.9015594541910331,0.9014312660336135,0.897876643073812,0.9049858889934149,153.2505347999977,16.0,16.0,predictions/DistilBERT/repeat_6_fold_2_predictions.csv.gz,roc_raw/DistilBERT/repeat_6_fold_2_roc.csv
DistilBERT,6,3,28,69,1026,0.977208561798692,0.9152046783625731,0.9151813923965233,0.9137760158572844,0.9165867689357622,153.10384100000374,16.0,16.0,predictions/DistilBERT/repeat_6_fold_3_predictions.csv.gz,roc_raw/DistilBERT/repeat_6_fold_3_roc.csv
DistilBERT,6,4,29,70,1026,0.9717025941505268,0.9152046783625731,0.9152026645108398,0.9156159068865178,0.9147894221351616,153.06360410002526,16.0,16.0,predictions/DistilBERT/repeat_6_fold_4_predictions.csv.gz,roc_raw/DistilBERT/repeat_6_fold_4_roc.csv
DistilBERT,6,5,30,71,1025,0.9697741532651072,0.92,0.919952380952381,0.9179999999999999,0.921904761904762,153.1013412999455,16.0,16.0,predictions/DistilBERT/repeat_6_fold_5_predictions.csv.gz,roc_raw/DistilBERT/repeat_6_fold_5_roc.csv
RoBERTa,1,1,1,42,1026,0.993544072440143,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,320.59354519995395,16.0,16.0,predictions/RoBERTa/repeat_1_fold_1_predictions.csv.gz,roc_raw/RoBERTa/repeat_1_fold_1_roc.csv
RoBERTa,1,2,2,43,1026,0.9901565153950505,0.949317738791423,0.9493160054719563,0.9496124031007752,0.9490196078431372,320.255234500044,16.0,16.0,predictions/RoBERTa/repeat_1_fold_2_predictions.csv.gz,roc_raw/RoBERTa/repeat_1_fold_2_roc.csv
RoBERTa,1,3,3,44,1026,0.9878481128096394,0.9502923976608187,0.9502923504405443,0.9503407984420642,0.9502439024390245,323.4386620000005,16.0,16.0,predictions/RoBERTa/repeat_1_fold_3_predictions.csv.gz,roc_raw/RoBERTa/repeat_1_fold_3_roc.csv
RoBERTa,1,4,4,45,1026,0.9890089638217268,0.9512670565302144,0.9512446397615645,0.9522900763358779,0.950199203187251,290.5852329999907,16.0,16.0,predictions/RoBERTa/repeat_1_fold_4_predictions.csv.gz,roc_raw/RoBERTa/repeat_1_fold_4_roc.csv
RoBERTa,1,5,5,46,1025,0.9936228374756336,0.9580487804878048,0.9580487804878048,0.9580487804878048,0.9580487804878048,319.49970359995496,16.0,16.0,predictions/RoBERTa/repeat_1_fold_5_predictions.csv.gz,roc_raw/RoBERTa/repeat_1_fold_5_roc.csv
RoBERTa,2,1,6,47,1026,0.9887391752068062,0.9551656920077972,0.9551629660311682,0.9555125725338491,0.9548133595284872,290.61053139995784,16.0,16.0,predictions/RoBERTa/repeat_2_fold_1_predictions.csv.gz,roc_raw/RoBERTa/repeat_2_fold_1_roc.csv
RoBERTa,2,2,7,48,1026,0.9830964133313572,0.9434697855750487,0.9434523809523809,0.9444444444444445,0.9424603174603174,290.9286396999378,16.0,16.0,predictions/RoBERTa/repeat_2_fold_2_predictions.csv.gz,roc_raw/RoBERTa/repeat_2_fold_2_roc.csv
RoBERTa,2,3,8,49,1026,0.9900938180408784,0.9512670565302144,0.951265389876881,0.9515503875968991,0.9509803921568628,321.605944900075,16.0,16.0,predictions/RoBERTa/repeat_2_fold_3_predictions.csv.gz,roc_raw/RoBERTa/repeat_2_fold_3_roc.csv
RoBERTa,2,4,9,50,1026,0.9905440990390204,0.9541910331384016,0.954178453363639,0.9549376797698944,0.9534192269573836,290.833311400027,16.0,16.0,predictions/RoBERTa/repeat_2_fold_4_predictions.csv.gz,roc_raw/RoBERTa/repeat_2_fold_4_roc.csv
RoBERTa,2,5,10,51,1025,0.9938874421296297,0.9521951219512195,0.9521905713809762,0.9526570048309178,0.9517241379310345,291.7011583000421,16.0,16.0,predictions/RoBERTa/repeat_2_fold_5_predictions.csv.gz,roc_raw/RoBERTa/repeat_2_fold_5_roc.csv
RoBERTa,3,1,11,52,1026,0.9868145564257188,0.9512670565302144,0.9512624266561275,0.9517374517374518,0.9507874015748031,320.2050301999552,16.0,16.0,predictions/RoBERTa/repeat_3_fold_1_predictions.csv.gz,roc_raw/RoBERTa/repeat_3_fold_1_roc.csv
RoBERTa,3,2,12,53,1026,0.9911083752265654,0.9532163742690059,0.9532147742818058,0.9534883720930233,0.9529411764705883,291.7651375998976,16.0,16.0,predictions/RoBERTa/repeat_3_fold_2_predictions.csv.gz,roc_raw/RoBERTa/repeat_3_fold_2_roc.csv
RoBERTa,3,3,13,54,1026,0.9924573183011678,0.9522417153996101,0.9522253317685294,0.9531100478468899,0.9513406156901688,291.76974350004457,16.0,16.0,predictions/RoBERTa/repeat_3_fold_3_predictions.csv.gz,roc_raw/RoBERTa/repeat_3_fold_3_roc.csv
RoBERTa,3,4,14,55,1026,0.9949538129490936,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,291.78589969989844,16.0,16.0,predictions/RoBERTa/repeat_3_fold_4_predictions.csv.gz,roc_raw/RoBERTa/repeat_3_fold_4_roc.csv
RoBERTa,3,5,15,56,1025,0.9866936220760234,0.9346341463414635,0.9346301642646166,0.9351403678606002,0.9341199606686332,291.8833566000685,16.0,16.0,predictions/RoBERTa/repeat_3_fold_5_predictions.csv.gz,roc_raw/RoBERTa/repeat_3_fold_5_roc.csv
RoBERTa,4,1,16,57,1026,0.9907948884557072,0.9541910331384016,0.9541812397916862,0.9548511047070124,0.9535113748763601,291.79457659996115,16.0,16.0,predictions/RoBERTa/repeat_4_fold_1_predictions.csv.gz,roc_raw/RoBERTa/repeat_4_fold_1_roc.csv
RoBERTa,4,2,17,58,1026,0.992409820305583,0.9502923976608187,0.9502844161606525,0.9509143407122232,0.9496544916090819,291.64677059999667,16.0,16.0,predictions/RoBERTa/repeat_4_fold_2_predictions.csv.gz,roc_raw/RoBERTa/repeat_4_fold_2_roc.csv
RoBERTa,4,3,18,59,1026,0.98812360118403,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,291.820358099998,16.0,16.0,predictions/RoBERTa/repeat_4_fold_3_predictions.csv.gz,roc_raw/RoBERTa/repeat_4_fold_3_roc.csv
RoBERTa,4,4,19,60,1026,0.98724203838598,0.9502923976608187,0.950291217127044,0.9500489715964741,0.950533462657614,320.809378700098,16.0,16.0,predictions/RoBERTa/repeat_4_fold_4_predictions.csv.gz,roc_raw/RoBERTa/repeat_4_fold_4_roc.csv
RoBERTa,4,5,20,61,1025,0.9903314601608186,0.96,0.9599945167975432,0.9604628736740599,0.9595261599210266,291.74126229994,16.0,16.0,predictions/RoBERTa/repeat_4_fold_5_predictions.csv.gz,roc_raw/RoBERTa/repeat_4_fold_5_roc.csv
RoBERTa,5,1,21,62,1026,0.98547321303041,0.9463937621832359,0.9463823018838882,0.94716618635927,0.9455984174085065,291.73909330007154,16.0,16.0,predictions/RoBERTa/repeat_5_fold_1_predictions.csv.gz,roc_raw/RoBERTa/repeat_5_fold_1_roc.csv
RoBERTa,5,2,22,63,1026,0.990566898076901,0.9532163742690059,0.9532161964980544,0.9533073929961089,0.953125,291.84109640005045,16.0,16.0,predictions/RoBERTa/repeat_5_fold_2_predictions.csv.gz,roc_raw/RoBERTa/repeat_5_fold_2_roc.csv
RoBERTa,5,3,23,64,1026,0.9941292477457452,0.9483430799220273,0.948307281640615,0.949667616334283,0.9469469469469469,292.06762370001525,16.0,16.0,predictions/RoBERTa/repeat_5_fold_3_predictions.csv.gz,roc_raw/RoBERTa/repeat_5_fold_3_roc.csv
RoBERTa,5,4,24,65,1026,0.9902363120276324,0.9532163742690059,0.9532147742818058,0.9529411764705883,0.9534883720930233,291.9649517000653,16.0,16.0,predictions/RoBERTa/repeat_5_fold_4_predictions.csv.gz,roc_raw/RoBERTa/repeat_5_fold_4_roc.csv
RoBERTa,5,5,25,66,1025,0.992216054459064,0.9551219512195122,0.955116782039859,0.9555984555984556,0.9546351084812623,291.62540609994903,16.0,16.0,predictions/RoBERTa/repeat_5_fold_5_predictions.csv.gz,roc_raw/RoBERTa/repeat_5_fold_5_roc.csv
RoBERTa,6,1,26,67,1026,0.9913667643225456,0.9502923976608187,0.9502787472669275,0.9511025886864813,0.9494549058473737,291.7289453999838,16.0,16.0,predictions/RoBERTa/repeat_6_fold_1_predictions.csv.gz,roc_raw/RoBERTa/repeat_6_fold_1_roc.csv
RoBERTa,6,2,27,68,1026,0.9885225843469404,0.942495126705653,0.942488516039542,0.9431051108968178,0.941871921182266,291.7811295000138,16.0,16.0,predictions/RoBERTa/repeat_6_fold_2_predictions.csv.gz,roc_raw/RoBERTa/repeat_6_fold_2_roc.csv
RoBERTa,6,3,28,69,1026,0.992825902746904,0.9551656920077972,0.9551650105447151,0.9553398058252426,0.9549902152641878,291.7973423000658,16.0,16.0,predictions/RoBERTa/repeat_6_fold_3_predictions.csv.gz,roc_raw/RoBERTa/repeat_6_fold_3_roc.csv
RoBERTa,6,4,29,70,1026,0.9865789663676192,0.9580896686159844,0.9580886732639782,0.9582929194956352,0.9578844270323212,291.6236870000139,16.0,16.0,predictions/RoBERTa/repeat_6_fold_4_predictions.csv.gz,roc_raw/RoBERTa/repeat_6_fold_4_roc.csv
RoBERTa,6,5,30,71,1025,0.991917184454191,0.9463414634146341,0.9463314512451579,0.9455984174085064,0.9470644850818094,291.6151568000205,16.0,16.0,predictions/RoBERTa/repeat_6_fold_5_predictions.csv.gz,roc_raw/RoBERTa/repeat_6_fold_5_roc.csv
