dataset_key,dataset,classifier,classifier_name,feature_set,repeat,fold,accuracy,elapsed_seconds
Joint,Joint corpus,MNB,Multinomial Naive Bayes,full,5,5,0.8439024390243902,9.266012100037187
Joint,Joint corpus,MNB,Multinomial Naive Bayes,full,6,1,0.8625730994152047,9.297308100038208
Joint,Joint corpus,MNB,Multinomial Naive Bayes,full,6,2,0.8791423001949318,9.3214570999844
Joint,Joint corpus,MNB,Multinomial Naive Bayes,full,6,3,0.8606237816764133,9.319848200073466
Joint,Joint corpus,MNB,Multinomial Naive Bayes,full,6,4,0.8508771929824561,8.362492199987173
Joint,Joint corpus,MNB,Multinomial Naive Bayes,full,6,5,0.8234146341463414,8.33113870001398
Joint,Joint corpus,LR,Logistic Regression,full,1,1,0.9200779727095516,425.9787976000225
Joint,Joint corpus,LR,Logistic Regression,full,1,2,0.9025341130604289,316.6693660999881
Joint,Joint corpus,LR,Logistic Regression,full,1,3,0.9366471734892787,293.627898799954
Joint,Joint corpus,LR,Logistic Regression,full,1,4,0.928849902534113,313.22373470000457
Joint,Joint corpus,LR,Logistic Regression,full,1,5,0.9248780487804878,290.2662784999702
Joint,Joint corpus,LR,Logistic Regression,full,2,1,0.9230019493177388,316.18447870004456
Joint,Joint corpus,LR,Logistic Regression,full,2,2,0.9181286549707602,305.89520020002965
Joint,Joint corpus,LR,Logistic Regression,full,2,3,0.928849902534113,266.686718699988
Joint,Joint corpus,LR,Logistic Regression,full,2,4,0.9278752436647173,292.2936547000427
Joint,Joint corpus,LR,Logistic Regression,full,2,5,0.9209756097560976,283.3062581999693
Joint,Joint corpus,LR,Logistic Regression,full,3,1,0.9249512670565302,263.44928310008254
Joint,Joint corpus,LR,Logistic Regression,full,3,2,0.9239766081871345,261.45789970003534
Joint,Joint corpus,LR,Logistic Regression,full,3,3,0.9307992202729045,283.25225340004545
Joint,Joint corpus,LR,Logistic Regression,full,3,4,0.9161793372319688,295.4801670999732
Joint,Joint corpus,LR,Logistic Regression,full,3,5,0.911219512195122,428.38992610003334
Joint,Joint corpus,LR,Logistic Regression,full,4,1,0.9269005847953217,438.1151381999953
Joint,Joint corpus,LR,Logistic Regression,full,4,2,0.9230019493177388,292.9802512000315
Joint,Joint corpus,LR,Logistic Regression,full,4,3,0.9405458089668616,439.0028982999502
Joint,Joint corpus,LR,Logistic Regression,full,4,4,0.905458089668616,317.4253121999791
Joint,Joint corpus,LR,Logistic Regression,full,4,5,0.9229268292682927,430.969497699989
Joint,Joint corpus,LR,Logistic Regression,full,5,1,0.9463937621832359,308.58213570003863
Joint,Joint corpus,LR,Logistic Regression,full,5,2,0.9269005847953217,310.36077280004974
Joint,Joint corpus,LR,Logistic Regression,full,5,3,0.9161793372319688,275.87483610003255
Joint,Joint corpus,LR,Logistic Regression,full,5,4,0.9132553606237817,294.9635082000168
Joint,Joint corpus,LR,Logistic Regression,full,5,5,0.911219512195122,278.5695514999097
Joint,Joint corpus,LR,Logistic Regression,full,6,1,0.9200779727095516,429.317850499996
Joint,Joint corpus,LR,Logistic Regression,full,6,2,0.9269005847953217,299.1979793999344
Joint,Joint corpus,LR,Logistic Regression,full,6,3,0.9200779727095516,404.40665710007306
Joint,Joint corpus,LR,Logistic Regression,full,6,4,0.9346978557504874,389.7584085999988
Joint,Joint corpus,LR,Logistic Regression,full,6,5,0.9190243902439025,264.2784192999825
Joint,Joint corpus,RF,Random Forest,full,1,1,0.8918128654970761,25.182621099986136
Joint,Joint corpus,RF,Random Forest,full,1,2,0.8723196881091618,25.386594200041145
Joint,Joint corpus,RF,Random Forest,full,1,3,0.9074074074074074,24.10635340004228
Joint,Joint corpus,RF,Random Forest,full,1,4,0.9113060428849903,24.4525685000699
Joint,Joint corpus,RF,Random Forest,full,1,5,0.8682926829268293,23.9270185000496
Joint,Joint corpus,RF,Random Forest,full,2,1,0.884990253411306,24.8327117000008
Joint,Joint corpus,RF,Random Forest,full,2,2,0.8918128654970761,25.072078999946825
Joint,Joint corpus,RF,Random Forest,full,2,3,0.8957115009746589,24.48633870005142
Joint,Joint corpus,RF,Random Forest,full,2,4,0.8859649122807017,25.199745999998413
Joint,Joint corpus,RF,Random Forest,full,2,5,0.8897560975609756,24.659758399939165
Joint,Joint corpus,RF,Random Forest,full,3,1,0.8820662768031189,24.981531199999154
Joint,Joint corpus,RF,Random Forest,full,3,2,0.8908382066276803,25.036096600000747
Joint,Joint corpus,RF,Random Forest,full,3,3,0.898635477582846,23.88591459998861
Joint,Joint corpus,RF,Random Forest,full,3,4,0.8869395711500975,24.472596799954772
Joint,Joint corpus,RF,Random Forest,full,3,5,0.9024390243902439,24.773696499993093
Joint,Joint corpus,RF,Random Forest,full,4,1,0.9035087719298246,25.12287359999027
Joint,Joint corpus,RF,Random Forest,full,4,2,0.8840155945419104,24.61217179999221
Joint,Joint corpus,RF,Random Forest,full,4,3,0.8976608187134503,24.5460493999999
Joint,Joint corpus,RF,Random Forest,full,4,4,0.8693957115009746,24.696691200020723
Joint,Joint corpus,RF,Random Forest,full,4,5,0.8868292682926829,25.07535940001253
Joint,Joint corpus,RF,Random Forest,full,5,1,0.9093567251461988,24.663824599934742
Joint,Joint corpus,RF,Random Forest,full,5,2,0.905458089668616,24.584814099944197
Joint,Joint corpus,RF,Random Forest,full,5,3,0.8859649122807017,24.45202079997398
Joint,Joint corpus,RF,Random Forest,full,5,4,0.8869395711500975,24.578171900007874
Joint,Joint corpus,RF,Random Forest,full,5,5,0.8868292682926829,24.50263890007045
Joint,Joint corpus,RF,Random Forest,full,6,1,0.884990253411306,24.669834200059995
Joint,Joint corpus,RF,Random Forest,full,6,2,0.8947368421052632,25.04411389993038
Joint,Joint corpus,RF,Random Forest,full,6,3,0.8908382066276803,25.022658300003968
Joint,Joint corpus,RF,Random Forest,full,6,4,0.9015594541910331,23.31221430003643
Joint,Joint corpus,RF,Random Forest,full,6,5,0.8673170731707317,22.519459999981336
Joint,Joint corpus,SVC,Support Vector Classifier,full,1,1,0.9161793372319688,35.06382489996031
Joint,Joint corpus,SVC,Support Vector Classifier,full,1,2,0.9103313840155945,34.950122700072825
Joint,Joint corpus,SVC,Support Vector Classifier,full,1,3,0.9249512670565302,35.58670470002107
Joint,Joint corpus,SVC,Support Vector Classifier,full,1,4,0.9269005847953217,35.010100400075316
Joint,Joint corpus,SVC,Support Vector Classifier,full,1,5,0.9297560975609757,34.953446400002576
Joint,Joint corpus,SVC,Support Vector Classifier,full,2,1,0.9278752436647173,35.90957940008957
Joint,Joint corpus,SVC,Support Vector Classifier,full,2,2,0.919103313840156,35.09858470002655
Joint,Joint corpus,SVC,Support Vector Classifier,full,2,3,0.9317738791423001,35.68358409998473
Joint,Joint corpus,SVC,Support Vector Classifier,full,2,4,0.9278752436647173,34.84512899990659
Joint,Joint corpus,SVC,Support Vector Classifier,full,2,5,0.9209756097560976,34.741900700028054
Joint,Joint corpus,SVC,Support Vector Classifier,full,3,1,0.9210526315789473,35.37300690007396
Joint,Joint corpus,SVC,Support Vector Classifier,full,3,2,0.9200779727095516,35.25068669999018
Joint,Joint corpus,SVC,Support Vector Classifier,full,3,3,0.9239766081871345,34.82054009998683
Joint,Joint corpus,SVC,Support Vector Classifier,full,3,4,0.9200779727095516,35.241232999949716
Joint,Joint corpus,SVC,Support Vector Classifier,full,3,5,0.9219512195121952,35.311649000039324
Joint,Joint corpus,SVC,Support Vector Classifier,full,4,1,0.9239766081871345,35.427104299888015
Joint,Joint corpus,SVC,Support Vector Classifier,full,4,2,0.9249512670565302,35.811129099922255
Joint,Joint corpus,SVC,Support Vector Classifier,full,4,3,0.935672514619883,35.36327309999615
Joint,Joint corpus,SVC,Support Vector Classifier,full,4,4,0.9113060428849903,34.6387856999645
Joint,Joint corpus,SVC,Support Vector Classifier,full,4,5,0.9180487804878049,35.03134800004773
Joint,Joint corpus,SVC,Support Vector Classifier,full,5,1,0.949317738791423,35.67619020002894
Joint,Joint corpus,SVC,Support Vector Classifier,full,5,2,0.9249512670565302,34.858506500022486
Joint,Joint corpus,SVC,Support Vector Classifier,full,5,3,0.9152046783625731,35.32841059996281
Joint,Joint corpus,SVC,Support Vector Classifier,full,5,4,0.9171539961013645,35.80273140000645
Joint,Joint corpus,SVC,Support Vector Classifier,full,5,5,0.9082926829268293,35.40387349994853
Joint,Joint corpus,SVC,Support Vector Classifier,full,6,1,0.9200779727095516,35.51311529998202
Joint,Joint corpus,SVC,Support Vector Classifier,full,6,2,0.9269005847953217,35.682747400016524
Joint,Joint corpus,SVC,Support Vector Classifier,full,6,3,0.9083820662768031,34.895379499997944
Joint,Joint corpus,SVC,Support Vector Classifier,full,6,4,0.935672514619883,33.30282499990426
Joint,Joint corpus,SVC,Support Vector Classifier,full,6,5,0.9190243902439025,33.00337459996808
