word_count,sentence_count,polysyll_count,ave_word_length,ave_phrase_count,ave_syllable_count_of_word,word_count_per_sentence
81,4,8,5.567901234567901,1.2,2.2839506172839505,20.25
279,19,3,4.652329749103942,1.375,1.8996415770609318,14.68421052631579
167,9,4,4.934131736526946,1.5,2.0119760479041915,18.555555555555557
106,9,2,4.632075471698113,1.3,1.9622641509433962,11.777777777777779
215,10,12,5.32093023255814,1.1818181818181819,2.186046511627907,21.5
122,4,4,4.778688524590164,1.4,2.0,30.5
226,9,3,4.606194690265487,1.3333333333333333,1.8628318584070795,25.11111111111111
154,5,5,5.103896103896104,2.1666666666666665,2.090909090909091,30.8
228,15,9,4.75,1.4666666666666666,1.9736842105263157,15.2
419,13,8,4.491646778042959,1.5833333333333333,1.8615751789976134,32.23076923076923
477,22,26,5.023060796645702,1.8636363636363635,2.0545073375262053,21.681818181818183
290,23,13,4.489655172413793,1.6875,1.896551724137931,12.608695652173912
423,16,12,4.479905437352246,1.4705882352941178,1.7919621749408983,26.4375
203,9,16,5.216748768472907,2.0,2.147783251231527,22.555555555555557
205,10,10,4.907317073170732,1.5454545454545454,2.053658536585366,20.5
321,20,9,4.635514018691588,1.105263157894737,1.925233644859813,16.05
427,20,21,4.990632318501171,1.7142857142857142,2.053864168618267,21.35
118,4,4,4.728813559322034,1.6,1.9915254237288136,29.5
278,17,11,4.910071942446043,1.0625,1.974820143884892,16.352941176470587
336,17,16,4.9851190476190474,2.0625,2.080357142857143,19.764705882352942
413,13,15,4.716707021791768,1.2307692307692308,1.9394673123486683,31.76923076923077
368,16,14,4.877717391304348,2.1333333333333333,1.986413043478261,23.0
597,35,20,4.773869346733668,1.3888888888888888,1.9547738693467336,17.057142857142857
294,15,9,4.799319727891157,1.3125,1.9863945578231292,19.6
207,10,10,4.990338164251208,2.0,2.0434782608695654,20.7
121,5,3,4.9421487603305785,1.5,2.0661157024793386,24.2
347,14,16,4.910662824207493,1.9333333333333333,2.0172910662824206,24.785714285714285
240,16,6,4.454166666666667,1.8,1.8,15.0
446,21,20,4.614349775784754,1.8888888888888888,1.9304932735426008,21.238095238095237
377,17,23,4.941644562334218,1.6666666666666667,2.1007957559681696,22.176470588235293
250,14,9,4.944,2.0714285714285716,2.032,17.857142857142858
294,14,10,4.9353741496598635,1.6923076923076923,2.061224489795918,21.0
136,9,6,4.977941176470588,1.3,1.9779411764705883,15.11111111111111
138,8,2,4.681159420289855,0.0,1.9057971014492754,17.25
251,11,12,4.968127490039841,1.6666666666666667,2.099601593625498,22.818181818181817
253,15,4,4.944664031620554,1.5625,2.035573122529644,16.866666666666667
624,42,32,4.918269230769231,1.4285714285714286,2.016025641025641,14.857142857142858
360,21,11,4.802777777777778,1.65,1.9555555555555555,17.142857142857142
172,13,10,5.0523255813953485,2.1,2.0697674418604652,13.23076923076923
59,2,3,4.9491525423728815,0.0,2.0677966101694913,29.5
99,4,6,5.05050505050505,1.25,2.0707070707070705,24.75
400,29,10,4.615,1.4482758620689655,1.89,13.793103448275861
295,16,10,4.627118644067797,1.5625,1.8610169491525423,18.4375
148,8,4,5.236486486486487,1.2222222222222223,2.0472972972972974,18.5
146,7,10,5.205479452054795,1.625,2.1027397260273974,20.857142857142858
50,2,0,4.76,0.0,1.94,25.0
85,4,4,5.223529411764706,1.75,2.152941176470588,21.25
59,2,0,4.864406779661017,0.0,2.0338983050847457,29.5
162,4,6,5.012345679012346,2.0,2.04320987654321,40.5
266,13,7,4.7481203007518795,1.7692307692307692,1.981203007518797,20.46153846153846
45,3,3,5.377777777777778,1.25,2.2666666666666666,15.0
297,17,17,4.861952861952862,2.0588235294117645,1.9966329966329965,17.470588235294116
342,25,19,4.795321637426901,1.434782608695652,1.9444444444444444,13.68
310,20,11,4.664516129032258,1.380952380952381,1.9548387096774194,15.5
91,7,3,4.461538461538462,2.5,1.9120879120879122,13.0
179,14,7,4.58659217877095,1.6363636363636365,1.8826815642458101,12.785714285714286
90,4,5,5.311111111111111,1.6,2.2111111111111112,22.5
102,3,2,4.607843137254902,1.5,1.9411764705882353,34.0
134,9,4,5.350746268656716,1.5714285714285714,2.1940298507462686,14.88888888888889
160,5,4,5.03125,1.8333333333333333,2.025,32.0
181,7,5,4.668508287292818,1.5714285714285714,1.9392265193370166,25.857142857142858
109,4,2,4.73394495412844,0.0,1.981651376146789,27.25
140,13,6,4.364285714285714,1.0909090909090908,1.7785714285714285,10.76923076923077
92,4,4,4.989130434782608,1.4,2.010869565217391,23.0
258,10,9,5.046511627906977,2.1,2.054263565891473,25.8
138,5,3,4.826086956521739,1.1666666666666667,1.9710144927536233,27.6
52,4,1,4.961538461538462,0.0,2.0,13.0
736,34,17,4.6875,1.7352941176470589,1.858695652173913,21.647058823529413
203,9,5,4.980295566502463,1.7777777777777777,1.9753694581280787,22.555555555555557
264,12,9,4.931818181818182,1.8333333333333333,2.022727272727273,22.0
113,9,3,5.115044247787611,1.1111111111111112,2.0265486725663715,12.555555555555555
54,3,2,5.2592592592592595,1.6666666666666667,1.9074074074074074,18.0
46,4,1,4.739130434782608,0.0,1.9130434782608696,11.5
112,6,4,5.267857142857143,1.5,2.1339285714285716,18.666666666666668
160,8,3,5.0375,1.875,2.03125,20.0
102,6,1,5.264705882352941,1.6666666666666667,2.1176470588235294,17.0
229,27,10,4.703056768558952,1.15,1.8951965065502183,8.481481481481481
32,2,2,5.15625,2.0,2.1875,16.0
112,5,4,4.964285714285714,1.5,2.017857142857143,22.4
223,51,7,4.726457399103139,1.2903225806451613,1.946188340807175,4.372549019607843
161,7,10,4.869565217391305,1.5,2.0745341614906834,23.0
44,4,1,4.4772727272727275,0.0,1.8636363636363635,11.0
118,3,4,4.8474576271186445,2.3333333333333335,1.9491525423728813,39.333333333333336
164,5,5,4.920731707317073,1.4,2.0,32.8
303,10,21,5.323432343234323,1.8181818181818181,2.128712871287129,30.3
16,0,1,5.125,2.0,2.125,16.0
193,9,13,5.341968911917099,2.0,2.155440414507772,21.444444444444443
64,8,0,4.0,0.0,1.75,8.0
33,4,1,4.818181818181818,0.0,2.0606060606060606,8.25
184,13,3,5.054347826086956,1.8181818181818181,2.0434782608695654,14.153846153846153
17,0,0,4.588235294117647,0.0,2.0,17.0
189,12,10,4.788359788359788,2.0,1.9365079365079365,15.75
396,34,10,4.643939393939394,2.0476190476190474,1.9318181818181819,11.647058823529411
76,4,2,4.526315789473684,1.4,1.8289473684210527,19.0
99,7,4,4.96969696969697,1.5714285714285714,2.0505050505050506,14.142857142857142
81,3,2,4.555555555555555,0.0,1.9259259259259258,27.0
90,4,5,5.011111111111111,1.25,2.111111111111111,22.5
328,23,10,4.810975609756097,1.7391304347826086,1.9481707317073171,14.26086956521739
50,2,1,5.3,1.5,2.0,25.0
413,12,14,4.883777239709443,2.3333333333333335,2.0338983050847457,34.416666666666664
114,7,5,4.9035087719298245,1.7142857142857142,2.026315789473684,16.285714285714285
115,6,3,4.6347826086956525,2.0,1.8782608695652174,19.166666666666668
67,10,0,4.955223880597015,1.6666666666666667,2.074626865671642,6.7
82,3,3,5.0,1.5,2.0853658536585367,27.333333333333332
128,5,6,4.796875,1.2,1.9375,25.6
90,3,6,5.2555555555555555,1.6666666666666667,2.1,30.0
82,3,5,5.597560975609756,2.6666666666666665,2.341463414634146,27.333333333333332
105,4,6,4.752380952380952,1.2,1.9619047619047618,26.25
125,4,6,4.824,1.6,1.992,31.25
338,15,22,5.044378698224852,1.375,2.07396449704142,22.533333333333335
232,17,13,5.068965517241379,1.411764705882353,2.060344827586207,13.647058823529411
256,12,15,4.73828125,1.5384615384615385,1.9609375,21.333333333333332
633,27,31,4.9336492890995265,2.125,2.0552922590837284,23.444444444444443
198,11,7,4.616161616161616,1.6666666666666667,1.9242424242424243,18.0
390,32,9,4.684615384615385,1.4545454545454546,1.876923076923077,12.1875
170,7,3,4.652941176470589,2.0,1.964705882352941,24.285714285714285
152,6,4,5.348684210526316,1.6666666666666667,2.2434210526315788,25.333333333333332
177,14,7,4.971751412429379,1.2,2.0338983050847457,12.642857142857142
68,6,3,5.088235294117647,1.8333333333333333,1.9852941176470589,11.333333333333334
198,8,6,5.186868686868687,2.0,2.0353535353535355,24.75
65,5,3,5.1692307692307695,2.6,2.0307692307692307,13.0
207,8,17,5.294685990338165,1.7777777777777777,2.140096618357488,25.875
61,6,3,5.19672131147541,2.0,2.0163934426229506,10.166666666666666
98,3,5,5.091836734693878,1.6666666666666667,2.0714285714285716,32.666666666666664
392,15,25,5.191326530612245,1.0666666666666667,2.1530612244897958,26.133333333333333
79,4,2,4.860759493670886,1.4,1.9493670886075949,19.75
249,12,4,4.550200803212851,2.2857142857142856,1.9477911646586346,20.75
83,5,3,4.698795180722891,0.0,1.963855421686747,16.6
83,6,3,4.698795180722891,1.4285714285714286,1.9518072289156627,13.833333333333334
280,13,3,4.621428571428571,1.4,1.9285714285714286,21.53846153846154
334,30,8,4.913173652694611,1.3333333333333333,1.9940119760479043,11.133333333333333
295,17,19,4.888135593220339,1.5625,2.071186440677966,17.352941176470587
763,40,28,4.955439056356488,1.4736842105263157,2.073394495412844,19.075
206,11,7,4.87378640776699,1.75,2.004854368932039,18.727272727272727
195,9,9,4.758974358974359,1.8,1.9435897435897436,21.666666666666668
458,20,22,4.884279475982533,2.2,2.037117903930131,22.9
475,20,12,4.404210526315789,2.1052631578947367,1.7473684210526317,23.75
207,14,7,5.0144927536231885,1.5714285714285714,2.0096618357487923,14.785714285714286
646,23,33,4.825077399380805,1.75,2.040247678018576,28.08695652173913
194,15,10,4.927835051546392,1.8461538461538463,2.1082474226804124,12.933333333333334
292,9,20,5.0479452054794525,1.6,2.089041095890411,32.44444444444444
388,20,19,5.059278350515464,1.368421052631579,2.0721649484536084,19.4
562,34,20,4.843416370106762,1.6,1.9234875444839858,16.529411764705884
256,13,7,4.82421875,1.2857142857142858,1.96484375,19.692307692307693
308,11,9,4.792207792207792,1.3333333333333333,1.9870129870129871,28.0
52,3,2,4.461538461538462,1.3333333333333333,1.8846153846153846,17.333333333333332
58,3,2,4.5,0.0,1.8620689655172413,19.333333333333332
152,10,7,4.677631578947368,2.3636363636363638,1.9210526315789473,15.2
160,9,6,5.04375,1.7777777777777777,2.0125,17.77777777777778
112,10,6,5.0625,1.7,2.0982142857142856,11.2
88,7,0,4.7727272727272725,1.75,1.8409090909090908,12.571428571428571
68,5,2,5.073529411764706,1.8333333333333333,2.0588235294117645,13.6
244,8,15,5.192622950819672,1.8888888888888888,2.0737704918032787,30.5
183,8,13,5.404371584699454,1.75,2.2131147540983607,22.875
128,13,4,4.4140625,1.0714285714285714,1.6796875,9.846153846153847
95,6,7,4.71578947368421,1.4285714285714286,1.9684210526315788,15.833333333333334
106,8,4,4.990566037735849,1.6666666666666667,2.0943396226415096,13.25
188,11,4,4.941489361702128,1.25,1.952127659574468,17.09090909090909
68,4,4,4.985294117647059,1.4,2.0,17.0
54,3,3,4.851851851851852,0.0,1.9814814814814814,18.0
34,1,3,5.0,1.5,1.9411764705882353,34.0
117,14,3,4.6923076923076925,1.0666666666666667,1.7863247863247864,8.357142857142858
173,15,10,4.780346820809249,1.125,1.8728323699421965,11.533333333333333
141,8,1,4.815602836879433,1.3333333333333333,1.9219858156028369,17.625
119,9,5,4.7899159663865545,1.375,1.949579831932773,13.222222222222221
82,7,9,5.621951219512195,1.375,2.207317073170732,11.714285714285714
126,11,9,4.920634920634921,1.4166666666666667,1.992063492063492,11.454545454545455
101,9,4,5.534653465346534,2.4,2.237623762376238,11.222222222222221
128,9,4,4.7265625,1.6,1.8984375,14.222222222222221
79,6,1,4.987341772151899,0.0,1.9746835443037976,13.166666666666666
193,11,13,5.3264248704663215,1.9166666666666667,2.139896373056995,17.545454545454547
252,11,18,5.214285714285714,1.5833333333333333,2.1031746031746033,22.90909090909091
129,8,6,5.10077519379845,1.125,2.0310077519379846,16.125
92,4,0,5.206521739130435,1.2,2.0,23.0
120,10,6,4.716666666666667,1.2,1.9666666666666666,12.0
69,5,3,5.086956521739131,2.0,1.9855072463768115,13.8
38,1,2,4.605263157894737,0.0,1.9210526315789473,38.0
201,12,13,5.1840796019900495,1.8181818181818181,2.044776119402985,16.75
142,12,7,5.161971830985915,1.6153846153846154,2.0774647887323945,11.833333333333334
63,2,2,5.015873015873016,2.3333333333333335,2.0476190476190474,31.5
71,2,5,5.408450704225352,1.3333333333333333,2.1690140845070425,35.5
140,7,9,5.485714285714286,2.0,2.2214285714285715,20.0
80,4,0,4.925,1.4,1.925,20.0
234,13,13,5.367521367521367,2.272727272727273,2.1153846153846154,18.0
68,5,4,5.338235294117647,1.1666666666666667,2.25,13.6
71,4,7,5.253521126760563,1.4,2.2535211267605635,17.75
127,7,5,4.952755905511811,1.75,1.952755905511811,18.142857142857142
50,3,4,5.42,1.5,2.22,16.666666666666668
145,11,8,4.972413793103448,1.2,2.0689655172413794,13.181818181818182
109,7,4,5.045871559633028,1.5714285714285714,2.0642201834862384,15.571428571428571
158,10,10,5.550632911392405,2.2,2.088607594936709,15.8
143,9,7,4.825174825174825,2.0,1.902097902097902,15.88888888888889
155,7,7,5.135483870967742,2.0,1.9806451612903226,22.142857142857142
24,1,1,5.375,1.5,2.2083333333333335,24.0
80,8,4,4.95,2.1666666666666665,2.025,10.0
129,6,9,5.224806201550388,1.5714285714285714,2.0775193798449614,21.5
120,7,6,5.283333333333333,1.2857142857142858,2.066666666666667,17.142857142857142
140,10,6,4.985714285714286,2.1818181818181817,1.75,14.0
87,8,3,5.068965517241379,1.7142857142857142,2.0229885057471266,10.875
157,6,8,5.006369426751593,1.2857142857142858,1.9617834394904459,26.166666666666668
234,15,13,5.055555555555555,1.5,1.9786324786324787,15.6
40,6,0,5.225,1.25,2.2,6.666666666666667
134,9,4,4.932835820895522,1.875,2.0,14.88888888888889
146,22,4,5.191780821917808,1.5,2.095890410958904,6.636363636363637
51,3,0,4.627450980392157,0.0,1.8235294117647058,17.0
67,4,2,5.08955223880597,1.25,2.014925373134328,16.75
56,3,3,5.035714285714286,1.75,2.0892857142857144,18.666666666666668
44,4,0,4.045454545454546,1.2,1.7045454545454546,11.0
105,5,3,5.076190476190476,1.4,2.0095238095238095,21.0
238,11,19,5.079831932773109,2.5,2.1050420168067228,21.636363636363637
249,8,15,5.180722891566265,1.6666666666666667,2.1244979919678717,31.125
158,13,9,5.006329113924051,2.0,1.9303797468354431,12.153846153846153
186,11,11,5.252688172043011,1.2727272727272727,2.0698924731182795,16.90909090909091
117,9,2,4.837606837606837,1.6,1.9487179487179487,13.0
54,7,2,4.87037037037037,1.375,1.7222222222222223,7.714285714285714
77,3,0,4.402597402597403,1.5,1.7662337662337662,25.666666666666668
75,8,3,4.906666666666666,1.625,2.0933333333333333,9.375
123,5,8,5.073170731707317,2.0,1.967479674796748,24.6
133,6,6,4.962406015037594,2.142857142857143,1.962406015037594,22.166666666666668
215,12,13,5.283720930232558,1.6666666666666667,2.1023255813953488,17.916666666666668
244,7,15,5.290983606557377,2.125,2.0491803278688523,34.857142857142854
139,8,5,5.438848920863309,2.111111111111111,2.1366906474820144,17.375
147,8,7,4.918367346938775,1.4444444444444444,1.9387755102040816,18.375
152,9,4,5.0394736842105265,1.9,1.9407894736842106,16.88888888888889
36,2,0,5.25,1.3333333333333333,2.0,18.0
195,8,6,5.21025641025641,1.875,2.051282051282051,24.375
96,5,7,5.15625,2.0,2.0520833333333335,19.2
100,9,4,4.96,1.4,1.9,11.11111111111111
105,5,4,5.390476190476191,1.8333333333333333,2.1523809523809523,21.0
67,5,1,4.776119402985074,1.3333333333333333,1.8656716417910448,13.4
46,2,0,4.1521739130434785,1.6666666666666667,1.6304347826086956,23.0
52,6,1,5.153846153846154,0.0,2.1538461538461537,8.666666666666666
140,3,18,5.685714285714286,2.75,2.2285714285714286,46.666666666666664
43,2,2,4.883720930232558,1.6666666666666667,1.9069767441860466,21.5
99,6,8,5.212121212121212,1.8571428571428572,2.0707070707070705,16.5
65,3,3,4.769230769230769,1.5,1.9076923076923078,21.666666666666668
47,3,4,5.297872340425532,3.3333333333333335,2.1914893617021276,15.666666666666666
72,3,2,4.680555555555555,1.5,1.7638888888888888,24.0
183,5,14,5.453551912568306,1.6,2.1748633879781423,36.6
200,11,8,5.135,2.75,2.095,18.181818181818183
258,13,9,4.825581395348837,2.6363636363636362,1.9186046511627908,19.846153846153847
110,5,9,5.390909090909091,2.1666666666666665,2.0545454545454547,22.0
251,15,10,4.796812749003984,1.5333333333333334,1.9681274900398407,16.733333333333334
121,4,7,5.322314049586777,2.6,2.1074380165289255,30.25
121,4,5,4.900826446280992,2.0,1.9338842975206612,30.25
71,6,0,4.71830985915493,1.2857142857142858,1.7887323943661972,11.833333333333334
48,4,1,4.833333333333333,1.5,1.75,12.0
169,7,7,5.402366863905326,2.25,2.171597633136095,24.142857142857142
94,3,3,4.819148936170213,2.6666666666666665,1.8829787234042554,31.333333333333332
231,4,12,5.199134199134199,4.6,2.0562770562770565,57.75
119,5,2,4.764705882352941,1.5,1.8739495798319328,23.8
94,3,4,5.085106382978723,1.25,1.946808510638298,31.333333333333332
232,10,22,5.262931034482759,2.272727272727273,2.1120689655172415,23.2
114,5,7,5.368421052631579,1.6666666666666667,2.1666666666666665,22.8
227,11,12,5.057268722466961,2.0,1.9647577092511013,20.636363636363637
141,5,8,5.51063829787234,3.0,2.1702127659574466,28.2
81,4,2,4.679012345679013,1.8,1.8888888888888888,20.25
93,6,7,5.129032258064516,1.1666666666666667,2.043010752688172,15.5
35,2,3,4.742857142857143,1.3333333333333333,2.0285714285714285,17.5
146,6,14,5.863013698630137,2.6666666666666665,2.280821917808219,24.333333333333332
34,2,1,5.382352941176471,0.0,2.1470588235294117,17.0
79,5,5,5.1265822784810124,0.0,2.0632911392405062,15.8
129,7,4,5.465116279069767,2.2857142857142856,2.1550387596899223,18.428571428571427
220,13,15,5.25,1.3571428571428572,2.140909090909091,16.923076923076923
315,14,23,5.13968253968254,1.5714285714285714,2.073015873015873,22.5
149,6,13,5.402684563758389,1.8571428571428572,2.214765100671141,24.833333333333332
184,9,10,5.255434782608695,1.6,2.0597826086956523,20.444444444444443
116,6,6,5.474137931034483,2.4285714285714284,2.1724137931034484,19.333333333333332
157,8,6,4.808917197452229,1.5555555555555556,1.9681528662420382,19.625
207,11,15,4.830917874396135,2.5,1.8888888888888888,18.818181818181817
119,3,7,5.067226890756302,1.5,1.9243697478991597,39.666666666666664
227,12,10,4.828193832599119,1.4615384615384615,1.933920704845815,18.916666666666668
162,8,10,4.987654320987654,1.4285714285714286,1.9382716049382716,20.25
116,4,6,5.224137931034483,2.2,2.1551724137931036,29.0
105,5,8,5.380952380952381,1.75,2.1619047619047618,21.0
223,10,10,4.986547085201794,2.5,1.9865470852017937,22.3
128,10,4,5.0703125,1.5454545454545454,1.984375,12.8
205,10,5,4.878048780487805,2.5555555555555554,1.9560975609756097,20.5
99,5,8,5.262626262626263,1.6666666666666667,2.282828282828283,19.8
46,1,0,5.3478260869565215,3.0,2.0652173913043477,46.0
234,18,10,5.1923076923076925,1.631578947368421,2.128205128205128,13.0
25,2,0,5.04,1.3333333333333333,1.88,12.5
98,6,3,4.714285714285714,1.8333333333333333,1.9285714285714286,16.333333333333332
167,8,14,5.059880239520958,2.0,2.029940119760479,20.875
202,10,11,5.173267326732673,2.7777777777777777,2.099009900990099,20.2
242,14,7,4.93801652892562,2.5,1.9586776859504131,17.285714285714285
104,5,6,5.269230769230769,1.5,2.1826923076923075,20.8
66,1,4,5.166666666666667,2.5,2.1363636363636362,66.0
53,1,1,5.264150943396227,1.5,2.0377358490566038,53.0
40,1,1,5.375,2.0,2.125,40.0
41,1,0,5.414634146341464,0.0,2.1951219512195124,41.0
42,1,4,5.857142857142857,1.5,2.238095238095238,42.0
177,8,7,4.824858757062147,2.5,1.96045197740113,22.125
32,1,2,5.40625,1.5,2.28125,32.0
75,2,7,5.506666666666667,2.5,2.2266666666666666,37.5
76,5,4,5.2105263157894735,2.0,2.0526315789473686,15.2
33,1,2,5.333333333333333,1.5,2.1818181818181817,33.0
52,1,3,5.480769230769231,2.0,2.1346153846153846,52.0
39,2,5,5.384615384615385,0.0,2.1025641025641026,19.5
40,2,3,5.475,0.0,2.2,20.0
90,5,6,5.5,1.3333333333333333,2.1444444444444444,18.0
65,3,5,5.461538461538462,2.0,2.0923076923076924,21.666666666666668
41,3,1,4.682926829268292,1.25,1.8048780487804879,13.666666666666666
86,3,3,4.883720930232558,1.75,1.9186046511627908,28.666666666666668
129,6,5,4.945736434108527,1.7142857142857142,2.0930232558139537,21.5
86,5,2,4.976744186046512,1.3333333333333333,1.9534883720930232,17.2
41,2,4,5.853658536585366,1.6666666666666667,2.292682926829268,20.5
63,4,3,4.9523809523809526,1.4,2.0,15.75
36,2,4,5.472222222222222,1.3333333333333333,2.2777777777777777,18.0
91,5,5,5.021978021978022,1.6666666666666667,2.065934065934066,18.2
68,4,5,5.014705882352941,1.6666666666666667,2.1029411764705883,17.0
299,19,14,5.297658862876254,1.5294117647058822,2.020066889632107,15.736842105263158
28,3,2,5.142857142857143,0.0,2.107142857142857,9.333333333333334
110,6,0,5.0181818181818185,1.4285714285714286,1.9090909090909092,18.333333333333332
174,10,6,5.005747126436781,2.1818181818181817,2.0804597701149423,17.4
24,1,2,5.666666666666667,1.5,2.25,24.0
