ttr,root_ttr,corr_ttr,log_ttr,noun_tr,verb_tr,lexical_density,foreign_tr,compound_tr
0.1330798479087452,2.158192455923726,1.5260725206893158,0.6380563137627187,0.247148289,0.1026615969581749,0.4866920152091255,0.019011407,0.1368821292775665
0.079696395,1.8295487358499347,1.2936863176307647,0.5963858327707862,0.2030360531309298,0.1347248576850095,0.4364326375711575,0.056925996,0.081593928
0.1208791208791208,1.9972508578070485,1.4122696252860123,0.6233220683037931,0.3003663003663003,0.065934066,0.4432234432234432,0.091575092,0.073260073
0.1121794871794871,1.9814848097530424,1.4011213457945124,0.6190747149568461,0.2275641025641025,0.1282051282051282,0.4743589743589743,0.041666667,0.1057692307692307
0.108235294,2.2313277503342634,1.5777869833110814,0.632614836,0.1670588235294117,0.1176470588235294,0.4023529411764706,0.1035294117647058,0.089411765
0.2765957446808511,2.681695240272863,1.8962448894726291,0.7171219773667454,0.2446808510638297,0.053191489,0.425531915,0.2659574468085106,0.053191489
0.1208053691275167,2.085424006908572,1.474617456934273,0.6290082735950046,0.1610738255033557,0.1677852348993288,0.4496644295302013,0.097315436,0.097315436
0.1335877862595419,2.162307221253254,1.5289820991568164,0.6384928337476211,0.1908396946564885,0.06870229,0.3969465648854962,0.2366412213740458,0.053435115
0.1837837837837838,2.499729715118946,1.7675758326941238,0.6755019471423201,0.2486486486486486,0.097297297,0.4648648648648649,0.048648649,0.1027027027027027
0.2871287128712871,2.8856078516089685,2.0404328797178466,0.7296225131497026,0.3168316831683168,0.059405941,0.4851485148514851,0.03960396,0.089108911
0.2027972027972027,2.425101829020563,1.7148059483683395,0.678501158,0.2027972027972027,0.062937063,0.4125874125874126,0.2447552447552447,0.048951049
0.1534653465346534,2.1811523886639046,1.542307644825483,0.6469129667605762,0.2623762376237624,0.094059406,0.4851485148514851,0.054455446,0.1039603960396039
0.1276595744680851,2.143768803031489,1.5158734579197342,0.635160929,0.2482269503546099,0.070921986,0.4645390070921986,0.053191489,0.085106383
0.1456692913385826,2.321586479011186,1.6416095424198105,0.6521040158531821,0.1968503937007874,0.090551181,0.38976378,0.1811023622047244,0.05511811
0.3846153846153846,3.1008683647302115,2.192645048267573,0.7711013896774066,0.1076923076923077,0.076923077,0.3846153846153846,0.123076923,0.046153846
0.2243589743589743,2.802242691589025,1.9814848097530424,0.7040493939600222,0.1602564102564102,0.08974359,0.3653846153846153,0.2435897435897435,0.057692308
0.35,3.130495168499705,2.213594362117865,0.7604254350734208,0.275,0.1,0.5125,0.075,0.1125
0.3052631578947368,2.975337221046947,2.1038811253190337,0.7394349715947147,0.2736842105263158,0.1052631578947368,0.4947368421052631,0,0.042105263
0.1654135338345864,2.6978130937338496,1.907641932953064,0.6777455244246341,0.2406015037593984,0.1090225563909774,0.4887218045112781,0.030075188,0.112781955
