consonant_cluster,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvcc_density,ccvccc_density
0.5399239543726235,2.064638783269962,1.806083650190114,1.532319391634981,0.9505703422053232,0.4752851711026616,0.3688212927756654,0.06463878326996197,0.0038022813688212928
0.5370018975332068,2.0265654648956355,1.7722960151802656,1.4990512333965844,0.9259962049335864,0.43263757115749524,0.35294117647058826,0.04364326375711575,0.0056925996204933585
0.6410256410256411,1.9047619047619047,1.6007326007326008,1.380952380952381,0.7655677655677655,0.37362637362637363,0.27106227106227104,0.08424908424908426,0.007326007326007326
0.532051282051282,2.0288461538461537,1.7467948717948718,1.5897435897435896,0.9294871794871795,0.4358974358974359,0.28846153846153844,0.05448717948717949,0.0
0.6,1.9505882352941177,1.6329411764705883,1.4494117647058824,0.8588235294117647,0.4376470588235294,0.32,0.07529411764705882,0.002352941176470588
0.6170212765957447,1.8404255319148937,1.446808510638298,1.2659574468085106,0.7872340425531915,0.5,0.2872340425531915,0.10638297872340426,0.0
0.5167785234899329,2.030201342281879,1.7348993288590604,1.5570469798657718,0.9093959731543624,0.4429530201342282,0.30201342281879195,0.050335570469798654,0.006711409395973154
0.5076335877862596,1.8587786259541985,1.4885496183206106,1.316793893129771,0.7442748091603053,0.37404580152671757,0.2824427480916031,0.07633587786259542,0.007633587786259542
0.5783783783783784,2.081081081081081,1.7783783783783784,1.5351351351351352,0.8810810810810811,0.5027027027027027,0.34054054054054056,0.043243243243243246,0.0
0.6435643564356436,2.0495049504950495,1.693069306930693,1.5445544554455446,0.9207920792079208,0.5445544554455446,0.4158415841584158,0.06930693069306931,0.009900990099009901
0.5524475524475524,1.972027972027972,1.6643356643356644,1.3846153846153846,0.8601398601398601,0.4125874125874126,0.2937062937062937,0.07692307692307693,0.0
0.5445544554455446,1.9801980198019802,1.6336633663366336,1.4554455445544554,0.8366336633663366,0.46534653465346537,0.28217821782178215,0.039603960396039604,0.0
0.41134751773049644,1.8652482269503545,1.6063829787234043,1.3085106382978724,0.7907801418439716,0.29432624113475175,0.21631205673758866,0.028368794326241134,0.0070921985815602835
0.484251968503937,1.8543307086614174,1.5511811023622046,1.2086614173228347,0.7519685039370079,0.3425196850393701,0.25196850393700787,0.03937007874015748,0.003937007874015748
0.5384615384615384,1.876923076923077,1.5538461538461539,1.2923076923076924,0.7692307692307693,0.4307692307692308,0.3384615384615385,0.046153846153846156,0.0
0.5641025641025641,1.9230769230769231,1.6282051282051282,1.3461538461538463,0.8269230769230769,0.4423076923076923,0.32051282051282054,0.05128205128205128,0.00641025641025641
0.5625,2.075,1.75,1.4375,0.875,0.4375,0.3375,0.0375,0.0
0.3894736842105263,2.126315789473684,1.8526315789473684,1.568421052631579,0.8526315789473684,0.29473684210526313,0.16842105263157894,0.021052631578947368,0.0
0.5488721804511278,2.1654135338345863,1.8082706766917294,1.6278195488721805,0.924812030075188,0.4473684210526316,0.3533834586466165,0.05263157894736842,0.0
0.7121212121212122,2.0303030303030303,1.7878787878787878,1.4848484848484849,0.8787878787878788,0.48484848484848486,0.3787878787878788,0.045454545454545456,0.0
0.7093023255813954,2.0232558139534884,1.7906976744186047,1.4767441860465116,0.8604651162790697,0.46511627906976744,0.37209302325581395,0.03488372093023256,0.0
0.6071428571428571,2.164285714285714,1.7785714285714285,1.5642857142857143,0.8642857142857143,0.5285714285714286,0.35714285714285715,0.06428571428571428,0.0
0.4965034965034965,2.1538461538461537,1.8181818181818181,1.5944055944055944,0.8741258741258742,0.36363636363636365,0.2937062937062937,0.02097902097902098,0.0
0.5882352941176471,2.0294117647058822,1.8088235294117647,1.4852941176470589,0.8676470588235294,0.4411764705882353,0.29411764705882354,0.058823529411764705,0.014705882352941176
0.7722772277227723,2.108910891089109,1.7326732673267327,1.6435643564356435,0.900990099009901,0.6039603960396039,0.40594059405940597,0.039603960396039604,0.009900990099009901
0.5978260869565217,2.380434782608696,2.010869565217391,1.8043478260869565,0.9782608695652174,0.4891304347826087,0.30434782608695654,0.021739130434782608,0.0
0.625,2.2211538461538463,1.8653846153846154,1.6730769230769231,0.9807692307692307,0.5,0.3557692307692308,0.038461538461538464,0.009615384615384616
