count_oov_words
17
43
16
29
29
12
30
21
24
11
13
7
38
28
7
15
5
11
31
7
9
17
16
12
15
21
19
11
7
19
29
25
8
11
6
5
11
11
29
31
19
9
16
20
6
44
22
39
24
6
7
9
2
8
3
2
13
24
48
6
20
9
5
7
2
3
16
13
13
25
8
30
25
15
8
17
10
12
7
16
3
0
13
5
15
4
22
32
23
4
25
7
15
7
23
19
11
18
9
13
7
7
18
26
16
63
6
20
22
28
18
18
23
21
17
46
17
12
16
23
32
36
57
17
20
15
10
16
46
56
38
27
3
9
41
18
8
14
5
3
2
12
25
5
38
31
31
12
21
8
3
11
18
21
7
13
5
24
2
3
44
7
28
10
6
2
8
12
24
14
5
20
40
13
6
18
10
35
3
19
5
5
24
3
25
59
7
7
11
10
21
5
26
20
20
12
6
4
8
9
4
3
31
19
16
54
24
30
25
16
24
33
16
23
14
27
7
26
9
21
11
5
14
17
26
72
24
14
27
30
19
35
33
26
19
34
32
32
4
6
23
16
14
14
12
38
23
18
13
13
26
7
3
6
26
17
14
21
19
25
22
26
20
30
25
16
10
21
19
4
20
16
4
12
11
13
42
15
15
12
10
27
19
24
25
11
3
25
14
18
41
19
19
34
10
35
36
8
12
9
9
16
35
23
21
24
14
7
10
22
7
16
31
40
15
12
19
2
23
8
18
14
12
8
11
15
4
13
11
8
12
24
26
19
10
38
11
10
9
13
17
13
35
14
6
16
14
13
10
11
16
6
15
3
9
15
23
23
18
24
18
16
12
15
20
17
8
11
18
26
17
13
3
29
5
11
13
18
30
11
12
9
8
4
7
9
2
8
6
2
7
8
10
11
9
7
10
12
14
3
14
3
8
15
34
6
8
33
3
6
17
3
7
20
8
7
9
6
9
4
11
16
29
16
3
33
12
13
2
22
22
28
23
11
8
5
35
4
3
65
16
23
17
7
16
26
13
19
4
25
4
27
26
14
5
28
33
19
3
2
2
14
12
1
4
6
8
29
14
11
7
6
16
23
26
22
2
22
33
7
21
7
18
26
5
17
22
6
36
4
6
10
20
37
7
17
30
51
4
4
27
20
23
8
12
26
7
17
26
26
28
8
16
17
2
13
10
30
4
21
15
36
32
19
20
39
14
40
17
26
16
5
8
19
38
22
23
13
8
18
24
24
12
54
16
10
16
1
10
26
23
23
9
16
2
18
35
26
31
2
16
16
15
10
12
27
9
14
19
26
20
7
7
21
14
29
33
21
9
30
12
13
12
13
21
45
21
7
15
11
10
21
29
19
7
21
13
16
16
15
31
7
3
40
5
0
1
6
12
9
11
3
11
3
15
15
16
6
20
19
9
15
8
30
4
14
24
16
17
4
10
19
19
16
15
18
6
7
27
12
23
18
9
11
23
11
8
12
10
14
23
13
15
18
1
2
1
2
1
10
17
9
18
14
7
18
11
13
71
9
5
12
15
13
6
4
0
2
8
6
4
3
6
6
11
12
5
12
20
21
3
2
4
3
9
4
4
7
7
18
9
16
7
11
28
21
4
4
10
47
18
15
21
8
14
5
6
4
10
0
2
9
8
11
15
12
19
28
26
23
16
8
34
17
15
36
14
22
88
11
16
2
19
8
45
8
9
47
10
18
21
29
8
24
22
20
8
40
23
29
26
55
58
10
113
24
53
28
42
34
33
22
19
23
57
11
44
4
10
50
16
14
43
20
8
5
0
8
13
32
13
15
11
22
8
34
27
52
8
13
8
41
20
24
27
29
4
3
2
9
1
3
10
15
9
6
6
8
3
6
4
17
9
3
9
22
19
14
40
19
12
13
22
5
12
10
22
3
22
23
14
9
14
13
8
9
5
12
2
7
23
8
7
3
14
8
10
2
14
10
7
15
7
1
4
10
10
2
5
8
3
20
0
0
9
1
0
10
0
5
6
8
9
4
0
0
1
8
7
12
10
16
8
9
10
12
16
19
13
14
7
12
12
17
19
21
9
3
8
23
13
12
10
4
11
4
16
1
23
4
6
0
2
1
0
4
5
1
7
5
4
2
1
1
2
4
3
7
1
2
2
1
2
2
5
1
4
1
2
6
0
3
4
18
22
3
12
4
5
3
1
2
4
6
4
6
4
3
7
5
3
3
7
2
6
7
1
4
7
3
3
8
2
4
1
2
4
2
4
9
0
4
1
5
3
1
0
7
1
3
2
5
3
6
5
9
4
3
3
9
3
2
5
8
7
2
0
3
0
2
3
9
3
2
3
2
0
7
1
5
5
5
2
4
1
4
3
2
2
3
1
2
3
8
6
3
6
3
1
5
0
15
10
12
9
12
33
16
8
24
5
12
41
10
7
10
25
10
11
26
22
16
10
25
16
29
15
4
20
17
2
2
8
5
16
1
11
27
25
14
22
16
16
9
21
21
25
15
11
30
9
16
4
15
2
10
22
18
12
24
16
17
3
15
17
5
17
13
10
7
17
5
15
9
4
18
8
28
29
22
21
19
17
4
2
17
14
10
3
3
25
5
6
14
24
3
22
8
8
2
12
10
5
6
26
3
9
6
6
13
0
15
13
12
6
0
17
24
16
14
12
7
11
16
1
13
16
14
8
0
9
0
20
17
21
4
17
24
11
16
16
10
4
14
6
11
6
4
11
4
3
14
3
10
3
5
14
7
8
4
17
14
5
8
10
17
6
8
10
9
9
4
3
2
11
11
4
4
10
0
7
1
12
9
1
17
3
9
16
6
2
8
8
1
13
20
12
1
5
6
17
0
16
1
2
18
1
7
12
0
3
1
4
5
14
38
8
18
1
3
0
2
0
0
2
2
3
8
19
19
12
15
10
15
10
1
43
7
3
3
3
3
7
2
0
1
14
34
1
8
8
10
7
5
7
7
5
2
3
2
9
2
2
2
2
6
5
8
2
4
6
0
2
1
2
3
5
2
0
0
2
7
6
6
13
0
2
3
5
0
2
6
13
21
16
3
11
12
21
53
15
6
11
3
8
5
21
24
23
29
26
24
15
9
20
19
1
6
2
3
18
13
21
15
12
19
24
31
24
21
23
8
6
18
16
32
22
8
6
3
1
4
1
20
12
7
20
20
32
4
17
4
1
2
0
2
9
12
2
1
22
10
1
9
19
16
4
1
3
4
3
1
4
9
21
2
4
4
15
21
8
11
11
2
4
4
7
4
1
3
14
5
3
3
2
3
3
5
4
4
5
2
3
3
5
5
2
3
1
5
0
3
3
0
24
20
12
16
4
2
7
5
8
2
2
6
0
9
0
1
2
1
1
3
0
2
1
1
1
0
1
1
2
3
2
2
3
2
2
1
15
27
9
24
18
17
20
30
14
12
8
17
33
15
7
13
11
18
19
1
0
1
4
1
2
3
0
6
11
1
4
7
4
2
5
15
6
3
2
5
5
1
11
10
10
14
21
9
2
9
1
3
5
5
4
2
8
2
16
6
1
2
4
0
2
2
9
6
3
2
14
7
1
0
8
7
11
2
1
8
3
0
3
12
3
4
9
11
1
2
4
0
1
1
4
0
5
4
4
4
4
0
7
79
23
26
45
20
21
26
13
40
9
36
49
33
109
40
23
48
28
11
49
72
49
32
48
46
57
12
36
25
29
27
8
27
40
25
27
20
13
47
20
71
39
52
19
17
18
25
24
19
40
18
21
42
22
25
45
27
50
30
19
30
41
62
26
23
25
65
53
69
89
19
86
37
68
40
26
46
42
16
63
49
80
37
21
52
13
47
58
46
47
23
15
26
45
121
131
56
39
41
30
27
23
61
79
31
40
10
33
11
34
32
15
108
16
33
35
64
53
109
52
128
40
50
37
23
20
33
17
29
27
26
27
19
17
22
41
62
47
35
48
41
42
105
36
22
24
62
59
35
28
104
18
96
47
48
22
19
46
18
16
55
75
20
68
98
29
29
15
40
9
28
33
45
45
37
18
15
22
26
37
34
16
26
21
30
84
55
16
28
41
39
34
29
33
17
47
38
41
50
61
31
13
77
47
37
55
30
69
16
44
21
78
51
25
26
69
38
13
13
9
25
50
40
39
38
74
87
61
54
72
42
22
46
29
29
45
50
74
72
15
21
58
53
44
45
17
37
51
17
21
57
15
13
14
19
11
21
58
54
29
43
54
22
59
48
36
48
60
58
20
21
36
25
19
35
75
50
19
50
28
43
18
19
26
25
36
36
59
10
101
18
24
48
48
16
45
25
27
29
55
12
49
11
33
40
29
9
66
44
36
34
27
45
60
66
45
29
32
115
45
11
48
37
19
21
53
13
62
55
39
97
41
30
10
24
26
22
41
25
16
62
52
18
48
37
72
15
42
15
23
72
38
27
34
34
14
18
68
30
12
25
15
16
25
18
36
20
26
27
32
22
14
33
18
46
55
42
53
97
75
61
37
8
57
32
12
38
43
39
74
46
32
24
61
62
33
31
56
23
37
29
31
18
29
59
37
30
27
13
21
40
79
16
26
18
15
19
13
38
17
52
42
55
59
74
47
52
75
59
9
16
19
9
47
45
46
32
64
26
64
33
31
28
37
57
44
26
65
60
53
32
38
15
53
32
32
21
30
19
18
86
51
15
47
42
44
37
21
24
40
25
69
36
28
16
10
18
57
31
37
35
38
44
25
9
20
30
32
24
9
13
55
62
49
42
29
16
47
22
26
15
32
28
29
20
19
22
30
35
31
32
19
31
20
14
25
11
21
32
24
21
32
36
9
18
26
21
37
26
18
34
50
21
32
32
47
10
27
28
54
39
20
38
27
44
45
31
27
73
10
22
36
28
12
72
91
18
30
44
28
31
54
35
38
32
34
29
36
18
34
32
32
24
30
8
16
48
32
30
25
33
11
33
20
27
31
20
407
37
17
70
50
31
28
42
27
16
22
19
52
17
42
37
46
27
20
8
26
30
53
25
32
43
32
13
60
26
30
42
7
28
32
46
23
23
33
66
10
12
16
19
30
8
32
26
24
28
28
25
30
53
25
25
30
24
28
32
21
69
10
31
35
13
15
19
14
24
32
10
39
27
31
12
24
30
23
38
66
33
12
27
43
8
11
40
34
43
50
43
41
33
50
25
9
66
28
51
28
25
26
76
25
16
18
19
25
50
82
45
68
26
16
36
21
29
22
45
18
23
33
24
31
33
40
41
19
27
12
24
50
10
41
57
28
38
10
53
24
18
19
50
28
21
21
33
28
24
60
36
55
20
25
6
21
47
55
33
26
29
23
33
77
18
9
27
25
34
27
49
26
46
50
30
33
