model,repeat,fold,fpr,tpr,threshold,roc_auc
RF,1,5,0.0,0.0,inf,0.9624870553118907
RF,1,5,0.0,0.029239766081871343,0.9991494000738157,0.9624870553118907
RF,1,5,0.0,0.5789473684210527,0.7022669896247844,0.9624870553118907
RF,1,5,0.001953125,0.5789473684210527,0.7021645759451965,0.9624870553118907
RF,1,5,0.001953125,0.6296296296296297,0.6872174500033168,0.9624870553118907
RF,1,5,0.00390625,0.6296296296296297,0.6865943649602201,0.9624870553118907
RF,1,5,0.00390625,0.6861598440545809,0.6709702001100112,0.9624870553118907
RF,1,5,0.005859375,0.6861598440545809,0.6708201585064271,0.9624870553118907
RF,1,5,0.005859375,0.7076023391812866,0.6562599916490862,0.9624870553118907
RF,1,5,0.0078125,0.7076023391812866,0.6559749778946284,0.9624870553118907
RF,1,5,0.0078125,0.7270955165692008,0.6481089997275812,0.9624870553118907
RF,1,5,0.009765625,0.7270955165692008,0.6473520082111333,0.9624870553118907
RF,1,5,0.009765625,0.7368421052631579,0.644509531067968,0.9624870553118907
RF,1,5,0.01171875,0.7368421052631579,0.6442988196099071,0.9624870553118907
RF,1,5,0.01171875,0.7543859649122807,0.6348358243608985,0.9624870553118907
RF,1,5,0.013671875,0.7543859649122807,0.63324367438471,0.9624870553118907
RF,1,5,0.013671875,0.7758284600389863,0.6267500389628253,0.9624870553118907
RF,1,5,0.017578125,0.7758284600389863,0.625306319612504,0.9624870553118907
RF,1,5,0.017578125,0.7797270955165692,0.6250245112573526,0.9624870553118907
RF,1,5,0.01953125,0.7797270955165692,0.6240164376216125,0.9624870553118907
RF,1,5,0.01953125,0.783625730994152,0.6214504616868103,0.9624870553118907
RF,1,5,0.0234375,0.783625730994152,0.616689726571908,0.9624870553118907
RF,1,5,0.0234375,0.7914230019493177,0.6108493667331983,0.9624870553118907
RF,1,5,0.025390625,0.7914230019493177,0.6077905665278917,0.9624870553118907
RF,1,5,0.025390625,0.7933723196881092,0.6071149494235585,0.9624870553118907
RF,1,5,0.029296875,0.7933723196881092,0.6066803700229556,0.9624870553118907
RF,1,5,0.029296875,0.8011695906432749,0.604445191760598,0.9624870553118907
RF,1,5,0.033203125,0.8011695906432749,0.604441267177017,0.9624870553118907
RF,1,5,0.03515625,0.8011695906432749,0.6025059378824248,0.9624870553118907
RF,1,5,0.03515625,0.8050682261208577,0.6017105404276892,0.9624870553118907
RF,1,5,0.037109375,0.8050682261208577,0.5989822711737759,0.9624870553118907
RF,1,5,0.037109375,0.8089668615984406,0.597572297352503,0.9624870553118907
RF,1,5,0.04296875,0.8089668615984406,0.5967633762400949,0.9624870553118907
RF,1,5,0.04296875,0.8109161793372319,0.5961382963546594,0.9624870553118907
RF,1,5,0.046875,0.8109161793372319,0.5950212912383068,0.9624870553118907
RF,1,5,0.046875,0.8128654970760234,0.5921642533369277,0.9624870553118907
RF,1,5,0.048828125,0.8128654970760234,0.5916784158381508,0.9624870553118907
